"Permit_Number","Owner_Name","Operating_Name","Street","City","State","Prem_Zip","Prem_County","Industry_Type","New_Permit_Flag"
"CA-W-15452","MAYO FAMILY WINERY","MAYO FAMILY WINERY","340 CENTER ST","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15453","BRIAR ROSE WINERY, INC.","boxedwine.com","41720 CALLE CABRILLO","TEMECULA","CA",92592,"RIVERSIDE","Wine Producer",0
"CA-W-15455","STONECUSHION, INC.","MAZZOCCO WINERY","1400 LYTTON SPRINGS RD","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15456","TRES HERMANAS VINEYARD & WINERY, LLC","TRES HERMANAS VINEYARD & WINERY","9660 FOXEN CANYON RD","SANTA MARIA","CA",93454,"SANTA BARBARA","Wine Producer",0
"CA-W-15457","LEVENDI, LLC","Levendi Winery","7830 ST. HELENA HWY","OAKVILLE","CA",94562,"NAPA","Wine Producer",0
"CA-W-15461","PAGE MILL WINERY, LLC","PAGE MILL WINERY","1960 S. LIVERMORE AVE","LIVERMORE","CA",94550,"ALAMEDA","Wine Producer",0
"CA-W-15462","ROADSEND FARM, LLC","Singer Wine","3358 COFFEY LANE","SANTA ROSA","CA",95403,"SONOMA","Wine Producer",0
"CA-W-15463","RBZ VINEYARDS, LLC","PARIS VALLEY ROAD","5625 E 46 HWY","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15464","BASSETTI VINEYARDS, INC.","BASSETTI VINEYARDS","5414 VINEYARD DR","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15465","POSADAS-O'LEARY, INC.","LA VIDA DULCE","12470 LOCKE RD STE 860","LOCKEFORD","CA",95237,"SAN JOAQUIN","Wine Producer",0
"CA-W-15467","BLACKBURN ENTERPRISES, LLC","PIETRA SANTA WINERY","10034 CIENEGA RD","HOLLISTER","CA",95023,"SAN BENITO","Wine Producer",0
"CA-W-15469","ERIK MILLER WINES, INC.","KOKOMO WINES","4791 DRY CREEK RD BLDG 9-C & 15","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15470","DOBRA ZEMLJA WINERY, INC.","DOBRA ZEMLJA","12505 STEINER RD","PLYMOUTH","CA",95669,"AMADOR","Wine Producer",0
"CA-W-15472","VISTA CREEK CELLARS, LLC","VISTA CREEK CELLARS","6305 BUENA VISTA DR","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15473","TOWER WINE CO. LLC","TOWER WINES","1160 OAK KNOLL AVE","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15475","GOLD NOTE, LLC","GOLD NOTE","7600 FAIR PLAY RD","FAIR PLAY","CA",95684,"EL DORADO","Wine Producer",0
"CA-W-15476","HIDDEN OAK WINERY, INC.","HIDDEN OAK WINERY","4671 S EL POMAR","TEMPLETON","CA",93465,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15477","STONE EDGE WINERY LLC",,"21692 EIGHTH ST STE 100 &","SONOMA","CA",95476,"SONOMA","Wine Producer",0
"CA-W-15478","VILLA TOSCANO, INC.","VILLA TOSCANO","10600 SHENANDOAH RD","PLYMOUTH","CA",95669,"AMADOR","Wine Producer",0
"CA-W-15480","1-800-WINESHOP.COM, INC.","1-800-WINESHOP","2747 NAPA VALLEY CORPORATE DR WAY","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15482","INMAN FAMILY WINES LLC",,"2191 LAGUNA RD SUITE B","SANTA ROSA","CA",95401,"SONOMA","Wine Producer",0
"CA-W-15487","WATKINS FAMILY WINERY, LLC","WATKINS FAMILY WINERY","1160 HOPPER AVE","SANTA ROSA","CA",95403,"SONOMA","Wine Producer",0
"CA-W-15489","MICHALL WAYNE PENDLETON","PENDLETON ESTATE VINEYARDS & WINERY","35100 HIGHWAY 128","CLOVERDALE","CA",95425,"SONOMA","Wine Producer",0
"CA-W-15493","STUART SPOTO","SPOTO WINES","3630 MEADOW LN","SACRAMENTO","CA",95864,"SACRAMENTO","Wine Producer",0
"CA-W-15496","CIPCO, INC.","DERBY WINE ESTATES","5620 E HIGHWAY 46","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15497","DAN H. & KATHLEEN L. KARLSEN","CHOCK ROCK VINEYARD","42875 E CARMEL VALLEY RD","GREENFIELD","CA",93927,"MONTEREY","Wine Producer",0
"CA-W-1550","GOLDEN STATE VINTNERS",,"7409 W CENTRAL AVE","FRESNO","CA",93706,"FRESNO","Wine Producer",0
"CA-W-15500","JOHN H. ALGER AND LINDA L. ALGER","ALGER VINEYARDS & WINERY","2070 E MAIN ST STE B","WOODLAND","CA",95776,"YOLO","Wine Producer",0
"CA-W-15503","MOUNTS FAMILY WINES, INC.","MOUNTS FAMILY WINES","3901 WINE CREEK RD","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15510","DOVER CANYON WINERY & VINEYARD, LLC","DOVER CANYON WINERY","4520 VINEYARD DR","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15513","IRISH MONKEY CELLARS, LLC",,"1221 SHERMAN ST","ALAMEDA","CA",94501,"ALAMEDA","Wine Producer",0
"CA-W-15519","ANCIENT PEAK, INC.","ANCIENT PEAKS WINERY","1650 RAMADA DR","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15522","FARELLA-PARK VINEYARDS LLC",,"2222 N THIRD AVE","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15523","COSTA DE ORO, LLC","COSTA DE ORO WINERY","4665 SANTA MARIA MESA RD UNIT A","SANTA MARIA","CA",93454,"SANTA BARBARA","Wine Producer",0
"CA-W-15526","CARDELLA WINERY, LLC",,"10034 CIENEGA RD","HOLLISTER","CA",95023,"SAN BENITO","Wine Producer",0
"CA-W-15532","SARAFORNIA CELLARS, LLC","SAVAGE ESTATE","55 FROSTY LN","NOVATO","CA",94949,"MARIN","Wine Producer",0
"CA-W-15534","PLOYEZ WINERY LTD.","PLOYEZ WINERY","11171 S STATE HWY 29","LOWER LAKE","CA",95457,"LAKE","Wine Producer",0
"CA-W-15536","BERNARDO WINERY, INC.",,"13330 PASEO DEL VERANO NORTE","SAN DIEGO","CA",92128,"SAN DIEGO","Wine Producer",0
"CA-W-15539","SHADOWBROOK WINERY, LLC","SHADOWBROOK WINERY","1 MERITAGE LN","WALNUT CREEK","CA",94598,"CONTRA COSTA","Wine Producer",0
"CA-W-15543","ALLAN R.GRIGGS AND WILLEMINA C. GRIGGS","GRIGGS WINERY","21599 HINDS RD","MONTGOMERY CREEK","CA",96065,"SHASTA","Wine Producer",0
"CA-W-15545","LYTTON ROAD, LLC","MOJON'S BENCH","2859 DRY CREEK RD","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15546","WALLACE T. JONES JR","JONES WINERY","6470 VINEYARD DR","HOLLISTER","CA",95023,"SAN BENITO","Wine Producer",0
"CA-W-15552","ALAPAY CELLARS, INC.","ALAPAY CELLARS","2115 S BLOSSER RD UNIT 125,126","SANTA MARIA","CA",93458,"SANTA BARBARA","Wine Producer",0
"CA-W-15554","LAUTERBACH CELLARS, LLC","LAUTERBACH CELLARS","3426 WOOLSEY RD","WINDSOR","CA",95492,"SONOMA","Wine Producer",0
"CA-W-15556","LAMBORN FAMILY WINE COMPANY, LP","LFWC MANAGEMENT, INC. GENERAL PARTNER","4455 N ST HELENA HWY","CALISTOGA","CA",94515,"NAPA","Wine Producer",0
"CA-W-15557","RUED WINERY, INC.","RUED WINERY","3850 DRY CREEK RD","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15558","SWEAZEY WINERY INVESTMENT, LLC","ANABA WINES","64 BONNEAU RD","SONOMA","CA",95476,"SONOMA","Wine Producer",0
"CA-W-15559","ZICHICHI FAMILY VINEYARD & WINERY, INC.","ZICHICHI FAMILY VINEYARD & WINERY","8626 W DRY CREEK RD","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15561","WALDORF CONCEPTIONS LLC","THE CRUSH","1001 SILVERADO TRL","SAINT HELENA","CA",94574,"NAPA","Wine Producer",0
"CA-W-15570","GEORGE CHARLES VISMAN","HIGH HILL RANCH","2901 HIGH HILL RD","PLACERVILLE","CA",95667,"EL DORADO","Wine Producer",0
"CA-W-15571","ARON HILL VINEYARDS, INC.","ARON HILL VINEYARDS","111 CLARK RD","SHANDON","CA",93461,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15575","WILD HEART WINERY, LLC","WILD HEART WINERY","TWO WEST LOCKEFORD ST","LODI","CA",95240,"SAN JOAQUIN","Wine Producer",0
"CA-W-15578","SUMMIT LAKE VINEYARDS & WINERY, LLC","SUMMIT LAKE VINEYARDS","2000 SUMMIT LAKE DR","ANGWIN","CA",94508,"NAPA","Wine Producer",0
"CA-W-15579","THE NIPOMO WINE GROUP","THE NIPOMO WINE GROUP","2705 AVIATION WAY E-28","SANTA MARIA","CA",93455,"SANTA BARBARA","Wine Producer",0
"CA-W-15580","KEEVER VINEYARDS, LLC","KEEVER VINEYARDS","26 VINEYARD VIEW DR","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15584","ALPHA OMEGA WINERY, LLC","ALPHA OMEGA WINERY","1155 MEE LN","RUTHERFORD","CA",94574,"NAPA","Wine Producer",0
"CA-W-15585","SPANN VINEYARDS, INC.","SPANN VINEYARDS","12900 MAPLE GLEN RD","GLEN ELLEN","CA",95442,"SONOMA","Wine Producer",0
"CA-W-15587","MICHAEL P. KNODL",,"4580 PARK HILL RD","SANTA MARGARITA","CA",93453,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15589","DANCING COYOTE WINES",,"3125 E ORANGE ST","ACAMPO","CA",95220,"SAN JOAQUIN","Wine Producer",0
"CA-W-15592","RANDOLPH E. & SUSAN D. SIPLE","THE PIPER'S WINERY","6500 CASITAS PASS RD","VENTURA","CA",93001,"VENTURA","Wine Producer",0
"CA-W-15595","CHAPIN FAMILY VINEYARDS LLC","CHAPIN FAMILY VINEYARDS","36084 SUMMITVILLE ST","TEMECULA","CA",92592,"RIVERSIDE","Wine Producer",0
"CA-W-15596","DEMETRIA VINEYARDS AND WINERY, LLC","DEMETRIA VINEYARDS AND WINERY","6701 FOXEN CANYON RD","LOS OLIVOS","CA",93441,"SANTA BARBARA","Wine Producer",0
"CA-W-15599","WILSON FLEMING LLC","WILSON FLEMING ESTATE WINERY","18850 HASSETT LN","GEYSERVILLE","CA",95441,"SONOMA","Wine Producer",0
"CA-W-15602","SCREAMING EAGLE, LLC","SCREAMING EAGLE WINERY","7557 SILVERADO TRL","OAKVILLE","CA",94562,"NAPA","Wine Producer",0
"CA-W-15603","TENSLEY WINE, INC.","TENSLEY WINE","100 LOS PADRES WAY STE 3","BUELLTON","CA",93427,"SANTA BARBARA","Wine Producer",0
"CA-W-15604","SATORI CELLARS LLC","SATORI CELLARS","2100 BUENA VISTA AVE","GILROY","CA",95020,"SANTA CLARA","Wine Producer",0
"CA-W-15606","PAMELA S. WELCH, THOMAS FREDERICK","CAPAY VALLEY VINEYARDS","19558 RANCH RD","BROOKS","CA",95606,"YOLO","Wine Producer",0
"CA-W-15614","OSCAR RAMOS",,"1665 SIMPSON ST","KINGSBURG","CA",93631,"FRESNO","Wine Producer",0
"CA-W-15617","CHARLES E. HEINTZ","DUTCH BILL CREEK WINERY","3280 HARRISON GRADE RD","SEBASTOPOL","CA",95472,"SONOMA","Wine Producer",0
"CA-W-15619","RADIO-COTEAU WINE CELLARS, LLC","RADIO-COTEAU WINE CELLARS","2040 BARLOW LN","SEBASTOPOL","CA",95472,"SONOMA","Wine Producer",0
"CA-W-15622","JESSUP CELLARS HOLDING COMPANY, LLC","JEssup Cellars","25 ENTERPRISE CT UNIT 3-8","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15623","MEADOWOOD LANE WINERY, LLC","PALLADIAN ESTATE WINERY","690 MEADOWOOD LN","SAINT HELENA","CA",94574,"NAPA","Wine Producer",0
"CA-W-15624","CALIFORNIA NATURAL PRODUCTS",,"1250 E LATHROP RD","LATHROP","CA",95330,"SAN JOAQUIN","Wine Producer",0
"CA-W-15628","COUGAR VINEYARD AND WINERY",,"39870 DEPORTOLA RD","TEMECULA","CA",92592,"RIVERSIDE","Wine Producer",0
"CA-W-15630","MARGARITA VINEYARDS LLC",,"679 CALF CANYON HWY","CRESTON","CA",93432,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15631","ROMINGER WEST LLC","ROMINGER WEST WINERY","4602 2ND ST STE. 4","DAVIS","CA",95616,"YOLO","Wine Producer",0
"CA-W-15632","GBH VINEYARD LLC",,"100 PHILLIP RD","WOODSIDE","CA",94062,"SAN MATEO","Wine Producer",0
"CA-W-15633","GEORGE COLLINS GILPATRICK","RANCHO VENTAVO CELLARS","3046 VENTAVO DR","MOORPARK","CA",93021,"VENTURA","Wine Producer",0
"CA-W-15638","MARGERUM WINE COMPANY, INC.","MARGERUM WINE COMPANY","57 & 59 INDUSTRIAL WAY","BUELLTON","CA",93427,"SANTA BARBARA","Wine Producer",0
"CA-W-15641","WILLIAM JAMES CELLARS LLC","WILLIAM JAMES CELLARS","2705 AVIATION WAY","SANTA MARIA","CA",93455,"SANTA BARBARA","Wine Producer",0
"CA-W-15644","TRIONE VINEYARDS, LLC","TRIONE VINEYARDS","2064 GRAVENSTEIN HWY SUITE 120","SEBASTOPOL","CA",95472,"SONOMA","Wine Producer",0
"CA-W-15647","B WISE VINEYARDS, LLC","B WISE VINEYARDS","396 LONDON WAY","SONOMA","CA",95476,"SONOMA","Wine Producer",0
"CA-W-15649","SALINIA WINE COMPANY LLC",,"3350 COFFEY LN","SANTA ROSA","CA",95403,"SONOMA","Wine Producer",0
"CA-W-1565","THORNTON WINERY, INC.",,"32575 RANCHO CALIFORNIA RD","TEMECULA","CA",92591,"RIVERSIDE","Wine Producer",0
"CA-W-15650","BOOKER VINEYARD & WINERY","BOOKER VINEYARD","2644 ANDERSON RD","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15651","THE SOLOMON WINE COMPANY","SOLOMON WINE COMPANY","35265 WILLOW AVE BUILDING 1","CLARKSBURG","CA",95612,"YOLO","Wine Producer",0
"CA-W-15652","VICINI ENTERPRISES, LLC","VICINI ENTERPRISES","501 PARDUCCI RD","UKIAH","CA",95482,"MENDOCINO","Wine Producer",0
"CA-W-15653","LANGETWINS WINE COMPANY, INC.","LANGETWINS FAMILY WINERY AND VINEYARDS","1525 E JAHANT RD","ACAMPO","CA",95220,"SAN JOAQUIN","Wine Producer",0
"CA-W-15655","FREDERICK J NUNES","ST. ROSE WINERY","5775 OLD REDWOOD HWY","SANTA ROSA","CA",95403,"SONOMA","Wine Producer",0
"CA-W-1566","FRANK-LIN DISTILLERS PRODUCTS, LTD.","FRANK-LIN VINTNERS","2455 HUNTINGTON DR","FAIRFIELD","CA",94533,"SOLANO","Wine Producer",0
"CA-W-15660","FOTINOS BROTHERS WINERY, INC.","FOTINOS BROTHERS WINERY","2762 PINE ST","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15661","CHECKERBOARD VINEYARDS, LLC","CHECKERBOARD VINEYARDS","4331 AZALEA SPRINGS WAY","CALISTOGA","CA",94515,"NAPA","Wine Producer",0
"CA-W-15663","BOESCHEN VINEYARDS, LLC","BOESCHEN VINEYARDS","3242 SILVERADO TRL","SAINT HELENA","CA",94574,"NAPA","Wine Producer",0
"CA-W-15667","OPUS ONE WINERY LLC","OPUS ONE WINERY","7900 ST. HELENA HWY","OAKVILLE","CA",94562,"NAPA","Wine Producer",0
"CA-W-15671","M2 VINTNERS, INCORPORATED","M2 VINTNERS","2900 E PELTIER RD","ACAMPO","CA",95220,"SAN JOAQUIN","Wine Producer",0
"CA-W-15674","CHARITY VINES, INC.","D'ANBINO VINEYARDS & CELLARS","5115 BUENA VISTA DR","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15676","ALVAREZ VINEYARDS, LLC","MIRAFLORES WINERY","2120 FOUR SPRINGS TRL","PLACERVILLE","CA",95667,"EL DORADO","Wine Producer",0
"CA-W-15681","APPELLATION EARTH, LLC","SENSORIUM","12775 UVAS RD","MORGAN HILL","CA",95037,"SANTA CLARA","Wine Producer",0
"CA-W-15684","VINES ON THE MARYCREST, LLC","VINES ON THE MARYCREST","3230 RIVERSIDE AVE STE 190","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15686","NAPA L'ATTITUDE, LLC","IDEOLOGY CELLARS","5225 SOLANO AVE","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15688","VEZER FAMILY VINEYARDS, LLC","VEZER FAMILY VINEYARDS","5066 CLAYTON RD","FAIRFIELD","CA",94534,"SOLANO","Wine Producer",0
"CA-W-15691","LINO GARCIA","CLEB WINES","100 LOS PADRES WAY","BUELLTON","CA",93427,"SANTA BARBARA","Wine Producer",0
"CA-W-15693","RIOS RESERVE ESTATE, LLC","Rios-Lovell Estate Winery","6500 TELSA RD","LIVERMORE","CA",94550,"ALAMEDA","Wine Producer",0
"CA-W-15699","DANA ESTATES, INC.","Dana Estates","1895 CABERNET LN","SAINT HELENA","CA",94574,"NAPA","Wine Producer",0
"CA-W-15700","STANGER VINEYARD, L.L.C.","STANGER VINEYARDS","6305 BUENA VISTA DR","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15703","CAROLYN HARRIS AND PAUL HARRIS","CHUPAROSA VINEYARDS","910 GEM LN","RAMONA","CA",92065,"SAN DIEGO","Wine Producer",0
"CA-W-15705","CHRISTINA LESCH-FALIK","KENCO COMPANY","37750 DEPORTOLA RD","TEMECULA","CA",92592,"RIVERSIDE","Wine Producer",0
"CA-W-15714","SCHLATTER FAMILY ESTATE, LLC",,"1000 MAIN ST","SAINT HELENA","CA",94574,"NAPA","Wine Producer",0
"CA-W-15715","BOYD FAMILY VINEYARDS, LLC","BOYD FAMILY VINEYARDS","4326 BIG RANCH RD","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15718","LAVA SPRINGS, INC.","LAVA CAP WINERY","2221 FRUITRIDGE RD","PLACERVILLE","CA",95667,"EL DORADO","Wine Producer",0
"CA-W-15719","VALOR WINE CO., LLC","VALOR WINE CO.","555 EL CAMINO REAL","SAN LUIS OBISPO","CA",93401,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-1572","HENRY W. & WILMA S. GONZALEZ","FIDDLE FARM","6576 JACKSON VALLEY RD","IONE","CA",95640,"AMADOR","Wine Producer",0
"CA-W-15720","SEQUOIA GROVE VINEYARDS LP, SQV LLC GENERAL PARTNER","SEQUOIA GROVE VINEYARDS","8338 ST. HELENA HWY","RUTHERFORD","CA",94573,"NAPA","Wine Producer",0
"CA-W-15722","ROSSI-MEDICH LLC","SALUTI CELLARS","7505 GRIZZLY FLAT RD","SOMERSET","CA",95684,"EL DORADO","Wine Producer",0
"CA-W-15723","LITTLE PAGE OAKS, LLC","LITTLE PAGE OAKS","18750 LITTLE PAGE RD","RAMONA","CA",92065,"SAN DIEGO","Wine Producer",0
"CA-W-15725","MUSCARDINI CELLARS LLC","MUSCARDINI CELLARS","10200 SONOMA HWY","KENWOOD","CA",95452,"SONOMA","Wine Producer",0
"CA-W-15727","STEFFENS FAMILY WINES, LLC","VINEYARD 7 & 8","4028 SPRING MOUNTAIN RD","SAINT HELENA","CA",94574,"NAPA","Wine Producer",0
"CA-W-15728","CRANE WINE COMPANY LLC","CRANE WINE COMPANY","4038 BIG RANCH RD","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15729","MARTIN A. BLAIR & EILEEN F. BLAIR","MAIS FICA WINERY","3395 KINCADE RD","PLACERVILLE","CA",95667,"EL DORADO","Wine Producer",0
"CA-W-15731","OLIVE STREET LLC","VINO FAMILY VINEYARDS","4900 BARTLETT SPRINGS RD","NICE","CA",95464,"LAKE","Wine Producer",0
"CA-W-15734","CARL E. & SHARON H. SUTTON","SUTTON CELLARS","601 22ND ST","SAN FRANCISCO","CA",94107,"SAN FRANCISCO","Wine Producer",0
"CA-W-15735","VILLA CREEK, INC.","VILLA CREEK CELLARS","5995 PEACHY CANYON RD","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15736","ANDREW TANIS","TANIS VINEYARDS","13120 WILLOW CREEK RD","IONE","CA",95640,"AMADOR","Wine Producer",0
"CA-W-15737","RISA WINES, LLC","TERISA","1618 CEDAR ST","CALISTOGA","CA",94515,"NAPA","Wine Producer",0
"CA-W-15738","NICKOLAI V. STEZ & ZINAIDA A. BOWER","WOODENHEAD VINTNERS","3291 WESTSIDE RD","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15739","CAROLINA BERTAGNA","BERTAGNA SON KISSED VINEYARD","3363 HEGAN LN","CHICO","CA",95928,"BUTTE","Wine Producer",0
"CA-W-1574","A. NONINI WINERY, INC.",,"2640 N DICKENSON AVE","FRESNO","CA",93723,"FRESNO","Wine Producer",0
"CA-W-15741","WILLIAM GREGORY LLC",,"27800 RIVER RD","CLOVERDALE","CA",95425,"SONOMA","Wine Producer",0
"CA-W-15744","TRUST WINERY, LTD.","STEPHEN & WALKER","1500 GROVE ST","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15745","SHELTON-MACKENZIE WINE COMPANY","CAROL SHELTON WINES","3354 COFFEY LN","SANTA ROSA","CA",95403,"SONOMA","Wine Producer",0
"CA-W-15746","KIMBERTON WINES LLC","BUCCELLA","860 KAISER RD SUITE I","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15748","GARGIULO VINEYARD, LLC",,"575 OAKVILLE CROSS RD","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15751","SCOTT F. KLINE & COLLEEN KLINE","SC CELLARS","40895 BUCHAREST LN","TEMECULA","CA",92591,"RIVERSIDE","Wine Producer",0
"CA-W-15753","DANIEL F. DOOLING AND VICKI L. DOOLING","MAKAI WINERY","33525 MOUNTAIN VIEW RD","POINT ARENA","CA",95468,"MENDOCINO","Wine Producer",0
"CA-W-15754","LESLIE BEHRENS AND LISA DRINKWARD","ERNA SCHEIN","4078 SPRING MOUNTAIN RD","SAINT HELENA","CA",94574,"NAPA","Wine Producer",0
"CA-W-15763","ALAIN RENEE TEUTSCHMANN","MOUNT TEHAMA WINERY","32165 FORWARD RD","MANTON","CA",96059,"TEHAMA","Wine Producer",0
"CA-W-15764","C & R STRATEGY, INC.","IDLE HOUR WINERY","41139 HIGHWAY 41","OAKHURST","CA",93644,"MADERA","Wine Producer",0
"CA-W-15765","CARINALLI VINEYARDS, LLC","D & L CARINALLI VINEYARDS","4905 GRAVENSTEIN HWY","SEBASTOPOL","CA",95472,"SONOMA","Wine Producer",0
"CA-W-15766","LOMA LINDA VINEYARDS, LLC","LOMA LINDA VINEYARDS","4940 RIODOSA LN","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15768","MICHAEL C. YATES","YATES FAMILY VINEYARD","1721 PARTRICK RD","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15769","HERINGER ESTATES WINERY, LLC","HERINGER ESTATES","37375 NETHERLANDS RD","CLARKSBURG","CA",95612,"YOLO","Wine Producer",0
"CA-W-15770","MAGITO & COMPANY LLC","MAGITO WINES","1446 INDUSTRIAL AVE","SEBASTOPOL","CA",95472,"SONOMA","Wine Producer",0
"CA-W-15771","PERATA VINEYARDS LLC","PERATA VINEYARDS","1278 STATE LN","YOUNTVILLE","CA",94599,"NAPA","Wine Producer",0
"CA-W-15772","BLUEROCK VINEYARD, LLC","BLUE ROCK VINEYARD","24511 RICH RANCH RD","CLOVERDALE","CA",95425,"SONOMA","Wine Producer",0
"CA-W-15774","BAVARIAN LION WINERY LLC","Ehret Family Winery","2306 MAGNOLIA DR","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15775","DAVID MICHAEL AND REBECCA ELLEN COREY","CORE WINE COMPANY","321 N D ST","LOMPOC","CA",93436,"SANTA BARBARA","Wine Producer",0
"CA-W-15778","RAMIAN ESTATE, LLC","RAMIAN ESTATE","21660 8TH ST BLDG A, ST","SONOMA","CA",95476,"SONOMA","Wine Producer",0
"CA-W-15779","KENDRIC VINEYARDS, LLC","KENDRIC VINEYARDS","401 13TH ST BUILDING 3","SAN FRANCISCO","CA",94130,"SAN FRANCISCO","Wine Producer",0
"CA-W-15784","SALVATORE F. ROMBI","SALVATORE ROMBI WINERY","26 TRAMPA CANYON","CARMEL VALLEY","CA",93924,"MONTEREY","Wine Producer",0
"CA-W-15787","KUKKULA, INC.","KUKKULA","9515 CHIMNEY ROCK RD","PASO ROBLES","CA",93446,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15788","ANDREW MURRAY, LLC","ANDREW MURRAY VINEYARDS","5249 FOXEN CANYON RD","LOS OLIVOS","CA",93441,"SANTA BARBARA","Wine Producer",0
"CA-W-15790","SANFORD WINERY COMPANY, LP  SWC MANAGEMENT LLC, G.P.","SANFORD WINERY","5010 SANTA ROSA RD","LOMPOC","CA",93436,"SANTA BARBARA","Wine Producer",0
"CA-W-15792","SAMUEL G. HERNANDEZ","WALTON'S MOUNTAIN WINERY & VINEYARD","383 BALD MOUNTAIN RD","WEST POINT","CA",95255,"CALAVERAS","Wine Producer",0
"CA-W-15794","PJK WINERY, LLC","QUIVIRA VINEYARDS","4900 W DRY CREEK RD","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15795","GALLERON SIGNATURE WINES, LLC","GALLERON SIGNATURE WINES","759 LA HOMA DR","NAPA","CA",94558,"NAPA","Wine Producer",0
"CA-W-15796","RANCHO SIN FRENOS, LLC","RANCHO SIN FRENOS","33757 CARMEL VALLEY RD","CARMEL VALLEY","CA",93924,"MONTEREY","Wine Producer",0
"CA-W-15798","DONALD D. BERDAHL II",,"3750 E WOODBRIDGE RD","ACAMPO","CA",95220,"SAN JOAQUIN","Wine Producer",0
"CA-W-15799","SUTTER HOME WINERY, INC.","NAPA CELLARS","7481 ST HELENA HWY","OAKVILLE","CA",94562,"NAPA","Wine Producer",0
"CA-W-15802","DIAMOND RIDGE ESTATE WINERY AND VINEYARDS, INC.","MALM CELLARS","119 W NORTH ST","HEALDSBURG","CA",95448,"SONOMA","Wine Producer",0
"CA-W-15803","EMILIAN, LP","PAGE WINE CELLARS","1721 ACTION AVE UNIT A","NAPA","CA",94559,"NAPA","Wine Producer",0
"CA-W-15806","DEAN THOMAS HART","RIGART GARAGE WINERY","89 DONALDSON WAY","AMERICAN CANYON","CA",94503,"NAPA","Wine Producer",0
"CA-W-15807","JOHN & MARTHA WOODMANSEE","LA BELLE WINERY","10056 ROAD 264","TERRA BELLA","CA",93270,"TULARE","Wine Producer",0
"CA-W-15808","BEVAN CELLARS, LLC","BEVAN CELLARS","7633 SILVERADO TRL","NAPA","CA",94558,,"Wine Producer",0
"CA-W-15813","LEONESSE CELLARS LLC","LEONESSE CELLARS","38311 DE PORTOLA RD","TEMECULA","CA",92592,"RIVERSIDE","Wine Producer",0
"CA-W-15814","DAVID NAGENGAST","NAGENGAST ESTATE VINEYARD","6404 INDEPENDENCE RANCH PL","SAN MIGUEL","CA",93451,"SAN LUIS OBISPO","Wine Producer",0
"CA-W-15816","RIVER WEST WINES LLC","RIVER WEST WINES","1200 AMERICAN WAY","WINDSOR","CA",95492,"SONOMA","Wine Producer",0
