CY_Month_Number,Year,Statistical_Group,Statistical_Category,Statistical_Detail,Count_IMs,Value,commodity,Stat_Redaction
9,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2261,58296851,Wine,FALSE
9,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,221,784309,Wine,FALSE
9,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,780,8660947,Wine,FALSE
9,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,177,7827616,Wine,FALSE
9,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,194,89848,Wine,FALSE
9,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,72,350052,Wine,FALSE
9,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,127,2950259,Wine,FALSE
9,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,23,2894554,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,3014,842387779,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1054,13082773,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,87,2470528,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,228,1634360,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,571,25748952,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,390,4196166,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1943,210613683,Wine,FALSE
9,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2844,678906875,Wine,FALSE
10,2022,1-Production,0-Category Total,1-Production,635,134476780,Wine,FALSE
10,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,854,54664486,Wine,FALSE
10,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,854,54664486,Wine,FALSE
10,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,423,12618469,Wine,FALSE
10,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,121,5565585,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1408,934814272,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1408,934814272,Wine,FALSE
10,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,1617,1617,Wine,FALSE
10,2022,1-Production,1-Production,1-Low Alcohol %,592,124407845,Wine,FALSE
10,2022,1-Production,1-Production,2-Medium and High Alcohol %,121,5356960,Wine,FALSE
10,2022,1-Production,1-Production,4-Artificially Carbonated Wine,23,110713,Wine,FALSE
10,2022,1-Production,1-Production,5-Sparkling Wine,26,2605382,Wine,FALSE
10,2022,1-Production,1-Production,6-Hard Cider,65,1995880,Wine,FALSE
10,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,794,47779796,Wine,FALSE
10,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,249,800208,Wine,FALSE
10,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,104,201098,Wine,FALSE
10,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,209,2871124,Wine,FALSE
10,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,102,3012259,Wine,FALSE
10,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,833,54462020,Wine,FALSE
10,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,52,202466,Wine,FALSE
10,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,391,7080699,Wine,FALSE
10,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,,,Wine,TRUE
10,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,101,86892,Wine,FALSE
10,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
10,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,108,2612399,Wine,FALSE
10,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,25,2953186,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1362,892947801,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,568,10804708,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,56,1887517,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,124,1427681,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,336,24848530,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,114,2898034,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,981,194473074,Wine,FALSE
10,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1242,740341198,Wine,FALSE
11,2022,1-Production,0-Category Total,1-Production,707,115193838,Wine,FALSE
11,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,850,54353125,Wine,FALSE
11,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,850,54353125,Wine,FALSE
11,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,422,11414266,Wine,FALSE
11,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,120,5630995,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1405,989086852,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1405,989086852,Wine,FALSE
11,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,1607,1607,Wine,FALSE
11,2022,1-Production,1-Production,1-Low Alcohol %,676,105871290,Wine,FALSE
11,2022,1-Production,1-Production,2-Medium and High Alcohol %,117,4633720,Wine,FALSE
11,2022,1-Production,1-Production,4-Artificially Carbonated Wine,15,65334,Wine,FALSE
11,2022,1-Production,1-Production,5-Sparkling Wine,31,2547016,Wine,FALSE
11,2022,1-Production,1-Production,6-Hard Cider,62,2076477,Wine,FALSE
11,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,799,46756923,Wine,FALSE
11,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,250,1155990,Wine,FALSE
11,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,96,203599,Wine,FALSE
11,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,221,3229348,Wine,FALSE
11,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,96,3007265,Wine,FALSE
11,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,831,53390161,Wine,FALSE
11,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,48,962965,Wine,FALSE
11,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,390,7374056,Wine,FALSE
11,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,,,Wine,TRUE
11,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,96,73851,Wine,FALSE
11,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
11,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,109,2796378,Wine,FALSE
11,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,20,2834617,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1356,947019992,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,565,10459450,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,56,2517155,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,121,1368528,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,339,24354979,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,122,3366747,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,987,189573302,Wine,FALSE
11,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1234,799513549,Wine,FALSE
12,2022,1-Production,0-Category Total,1-Production,6274,157891881,Wine,FALSE
12,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,6170,66174595,Wine,FALSE
12,2022,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,6170,66174595,Wine,FALSE
12,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,3057,11844605,Wine,FALSE
12,2022,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,205,4716501,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,7514,1109866955,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,7514,1109866955,Wine,FALSE
12,2022,01-Count of IMs,01-Count of IMs,Number of Industry Members,9325,9325,Wine,FALSE
12,2022,1-Production,1-Production,1-Low Alcohol %,5846,144652709,Wine,FALSE
12,2022,1-Production,1-Production,2-Medium and High Alcohol %,777,6516516,Wine,FALSE
12,2022,1-Production,1-Production,4-Artificially Carbonated Wine,183,182343,Wine,FALSE
12,2022,1-Production,1-Production,5-Sparkling Wine,311,1190725,Wine,FALSE
12,2022,1-Production,1-Production,6-Hard Cider,828,5349589,Wine,FALSE
12,2022,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,5699,57254825,Wine,FALSE
12,2022,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,1196,1145904,Wine,FALSE
12,2022,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,439,366732,Wine,FALSE
12,2022,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,826,2913679,Wine,FALSE
12,2022,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,988,4493454,Wine,FALSE
12,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,5851,64308771,Wine,FALSE
12,2022,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,725,1865824,Wine,FALSE
12,2022,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,2844,8152229,Wine,FALSE
12,2022,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,,,Wine,TRUE
12,2022,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
12,2022,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
12,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,152,2503790,Wine,FALSE
12,2022,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,65,2212711,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,7112,1065145113,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1860,11967630,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,117,2519995,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,388,1339094,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,926,22924046,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,896,5971077,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,4620,190196551,Wine,FALSE
12,2022,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,6670,919670404,Wine,FALSE
1,2023,1-Production,0-Category Total,1-Production,599,61482677,Wine,FALSE
1,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,888,50229801,Wine,FALSE
1,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,888,50229801,Wine,FALSE
1,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,422,9854477,Wine,FALSE
1,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,113,4744818,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1399,1060765593,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1399,1060765593,Wine,FALSE
1,2023,01-Count of IMs,01-Count of IMs,Number of Industry Members,1604,1604,Wine,FALSE
1,2023,1-Production,1-Production,1-Low Alcohol %,562,54838662,Wine,FALSE
1,2023,1-Production,1-Production,2-Medium and High Alcohol %,128,3230285,Wine,FALSE
1,2023,1-Production,1-Production,4-Artificially Carbonated Wine,17,69922,Wine,FALSE
1,2023,1-Production,1-Production,5-Sparkling Wine,35,1667076,Wine,FALSE
1,2023,1-Production,1-Production,6-Hard Cider,63,1676731,Wine,FALSE
1,2023,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,836,44642598,Wine,FALSE
1,2023,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,241,806938,Wine,FALSE
1,2023,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,92,171541,Wine,FALSE
1,2023,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,218,1778722,Wine,FALSE
1,2023,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,100,2830003,Wine,FALSE
1,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,863,48911040,Wine,FALSE
1,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,65,1318762,Wine,FALSE
1,2023,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,397,6433053,Wine,FALSE
1,2023,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,83,3038593,Wine,FALSE
1,2023,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,86,53720,Wine,FALSE
1,2023,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,29,329111,Wine,FALSE
1,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,101,2127673,Wine,FALSE
1,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,23,2617146,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1347,1019622423,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,574,11277834,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,53,2342635,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,115,1188713,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,336,22230144,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,127,4103843,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,976,174984271,Wine,FALSE
1,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1239,885781322,Wine,FALSE
2,2023,1-Production,0-Category Total,1-Production,529,31214094,Wine,FALSE
2,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,911,48091075,Wine,FALSE
2,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,911,48091075,Wine,FALSE
2,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,428,9227840,Wine,FALSE
2,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,114,4487395,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1384,1038526946,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1384,1038526946,Wine,FALSE
2,2023,01-Count of IMs,01-Count of IMs,Number of Industry Members,1598,1598,Wine,FALSE
2,2023,1-Production,1-Production,1-Low Alcohol %,494,23415332,Wine,FALSE
2,2023,1-Production,1-Production,2-Medium and High Alcohol %,116,3609968,Wine,FALSE
2,2023,1-Production,1-Production,4-Artificially Carbonated Wine,24,112363,Wine,FALSE
2,2023,1-Production,1-Production,5-Sparkling Wine,41,2413459,Wine,FALSE
2,2023,1-Production,1-Production,6-Hard Cider,62,1662973,Wine,FALSE
2,2023,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,861,42564477,Wine,FALSE
2,2023,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,242,1020994,Wine,FALSE
2,2023,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,95,185400,Wine,FALSE
2,2023,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,211,1806259,Wine,FALSE
2,2023,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,100,2513944,Wine,FALSE
2,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,889,47461023,Wine,FALSE
2,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,54,630052,Wine,FALSE
2,2023,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,394,5490656,Wine,FALSE
2,2023,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,,,Wine,TRUE
2,2023,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,90,37047,Wine,FALSE
2,2023,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
2,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,105,2165059,Wine,FALSE
2,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,16,2322336,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1335,997026339,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,575,11350543,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,52,2375591,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,116,1143011,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,334,22529698,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,127,4101764,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,976,179419951,Wine,FALSE
2,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1228,859106995,Wine,FALSE
3,2023,1-Production,0-Category Total,1-Production,1375,31236611,Wine,FALSE
3,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2439,61555270,Wine,FALSE
3,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2439,61555270,Wine,FALSE
3,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,866,14055599,Wine,FALSE
3,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,151,5985809,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,3190,1035145397,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,3190,1035145397,Wine,FALSE
3,2023,01-Count of IMs,01-Count of IMs,Number of Industry Members,3760,3760,Wine,FALSE
3,2023,1-Production,1-Production,1-Low Alcohol %,1215,21363261,Wine,FALSE
3,2023,1-Production,1-Production,2-Medium and High Alcohol %,237,3375568,Wine,FALSE
3,2023,1-Production,1-Production,4-Artificially Carbonated Wine,70,253318,Wine,FALSE
3,2023,1-Production,1-Production,5-Sparkling Wine,97,2856119,Wine,FALSE
3,2023,1-Production,1-Production,6-Hard Cider,303,3388344,Wine,FALSE
3,2023,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,2247,53833578,Wine,FALSE
3,2023,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,522,1165407,Wine,FALSE
3,2023,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,259,340210,Wine,FALSE
3,2023,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,440,2300639,Wine,FALSE
3,2023,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,422,3915437,Wine,FALSE
3,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2319,60316432,Wine,FALSE
3,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,230,1238838,Wine,FALSE
3,2023,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,791,9207999,Wine,FALSE
3,2023,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,192,4191802,Wine,FALSE
3,2023,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,201,48374,Wine,FALSE
3,2023,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,81,607424,Wine,FALSE
3,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,129,2949560,Wine,FALSE
3,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,29,3036249,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,3027,991202044,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1085,11352228,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,83,2212550,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,250,1336396,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,596,23365576,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,412,5676605,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1954,188617316,Wine,FALSE
3,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2881,846528081,Wine,FALSE
4,2023,1-Production,0-Category Total,1-Production,491,21458600,Wine,FALSE
4,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,955,46727957,Wine,FALSE
4,2023,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,955,46727957,Wine,FALSE
4,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,432,9854846,Wine,FALSE
4,2023,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,114,4585409,Wine,FALSE
4,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1373,972473894,Wine,FALSE
4,2023,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1373,972473894,Wine,FALSE
4,2023,01-Count of IMs,01-Count of IMs,Number of Industry Members,1574,1574,Wine,FALSE
4,2023,1-Production,1-Production,1-Low Alcohol %,455,13307795,Wine,FALSE
4,2023,1-Production,1-Production,2-Medium and High Alcohol %,113,3144143,Wine,FALSE
4,2023,1-Production,1-Production,4-Artificially Carbonated Wine,19,127924,Wine,FALSE
4,2023,1-Production,1-Production,5-Sparkling Wine,42,3006758,Wine,FALSE
4,2023,1-Production,1-Production,6-Hard Cider,63,1871979,Wine,FALSE
4,2023,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,904,41070503,Wine,FALSE
4,2023,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,234,663555,Wine,FALSE
4,2023,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,104,237292,Wine,FALSE
4,2023,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,208,1876143,Wine,FALSE
4,2023,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,105,2880465,Wine,FALSE
4,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,930,45665998,Wine,FALSE
4,2023,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,67,1061960,Wine,FALSE
4,2023,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,398,5961027,Wine,FALSE
4,2023,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,81,3353814,Wine,FALSE
4,2023,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
4,2023,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
4,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,100,2269730,Wine,FALSE
4,2023,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,23,2315678,Wine,FALSE
4,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1324,930731589,Wine,FALSE
4,2023,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,579,10723205,Wine,FALSE
