CY_Month_Number,Year,Statistical_Group,Statistical_Category,Statistical_Detail,Count_IMs,Value,commodity,Stat_Redaction
10,2013,1-Production,0-Category Total,1-Production,817,202086912,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1069,62350266,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1069,62350266,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,587,12093693,Wine,FALSE
10,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,128,9946494,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1666,973230674,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1666,973230674,Wine,FALSE
10,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,1781,1781,Wine,FALSE
10,2013,1-Production,1-Production,1-Low Alcohol %,704,174423124,Wine,FALSE
10,2013,1-Production,1-Production,2-Medium and High Alcohol %,414,23958785,Wine,FALSE
10,2013,1-Production,1-Production,4-Artificially Carbonated Wine,4,2537,Wine,FALSE
10,2013,1-Production,1-Production,5-Sparkling Wine,23,3321822,Wine,FALSE
10,2013,1-Production,1-Production,6-Hard Cider,24,380644,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,931,51187748,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,711,4543256,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,55,133900,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,191,2939930,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,39,3545432,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1049,58304862,Wine,FALSE
10,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,60,4045404,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,523,10548033,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,314,1284028,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
10,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
10,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,118,5996157,Wine,FALSE
10,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,20,3950337,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1473,803798975,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1255,146595251,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,40,1018948,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,68,471263,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,264,19374072,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,53,1972166,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1171,176117789,Wine,FALSE
10,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1502,797112885,Wine,FALSE
11,2013,1-Production,0-Category Total,1-Production,867,129225916,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1077,57096614,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1077,57096614,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,575,9617775,Wine,FALSE
11,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,143,7821240,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1652,1033505475,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1652,1033505475,Wine,FALSE
11,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,1766,1766,Wine,FALSE
11,2013,1-Production,1-Production,1-Low Alcohol %,741,101112143,Wine,FALSE
11,2013,1-Production,1-Production,2-Medium and High Alcohol %,465,26085334,Wine,FALSE
11,2013,1-Production,1-Production,4-Artificially Carbonated Wine,9,7621,Wine,FALSE
11,2013,1-Production,1-Production,5-Sparkling Wine,18,1622349,Wine,FALSE
11,2013,1-Production,1-Production,6-Hard Cider,26,398469,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,943,46627680,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,708,4110395,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,63,133030,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,200,3587432,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,40,2638077,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1056,54819743,Wine,FALSE
11,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,66,2276872,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,511,8539032,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,314,865830,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,96,181302,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,22,31611,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,133,5280926,Wine,FALSE
11,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,16,2540314,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1470,840413466,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1260,173617135,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,39,389250,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,73,368998,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,272,17329673,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,57,1386954,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1150,163712401,Wine,FALSE
11,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1503,869793074,Wine,FALSE
12,2013,1-Production,0-Category Total,1-Production,4837,142069679,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,4672,61517117,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,4672,61517117,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,2833,9126823,Wine,FALSE
12,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,202,7371709,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,6004,1130398755,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,6004,1130398755,Wine,FALSE
12,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,6606,6606,Wine,FALSE
12,2013,1-Production,1-Production,1-Low Alcohol %,3937,86565844,Wine,FALSE
12,2013,1-Production,1-Production,2-Medium and High Alcohol %,2424,53029849,Wine,FALSE
12,2013,1-Production,1-Production,4-Artificially Carbonated Wine,,,Wine,TRUE
12,2013,1-Production,1-Production,5-Sparkling Wine,,,Wine,TRUE
12,2013,1-Production,1-Production,6-Hard Cider,159,1343659,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,4014,49293161,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,2606,6148724,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,145,156917,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,381,2614732,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,173,3303582,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,4588,59745498,Wine,FALSE
12,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,276,1771619,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,2473,8035686,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,1333,881011,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,215,169790,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,88,40335,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,183,4347803,Wine,FALSE
12,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,28,3023906,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,5153,879033646,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,3783,232660559,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,63,547279,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,126,289284,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,468,14841720,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,200,3026267,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,3836,160151186,Wine,FALSE
12,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,5553,970247569,Wine,FALSE
1,2014,1-Production,0-Category Total,1-Production,782,57227835,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1112,49282663,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1112,49282663,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,581,10195216,Wine,FALSE
1,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,122,9101759,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1688,1090572653,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1688,1090572653,Wine,FALSE
1,2014,01-Count of IMs,01-Count of IMs,Number of Industry Members,1809,1809,Wine,FALSE
1,2014,1-Production,1-Production,1-Low Alcohol %,648,35126609,Wine,FALSE
1,2014,1-Production,1-Production,2-Medium and High Alcohol %,492,18603980,Wine,FALSE
1,2014,1-Production,1-Production,4-Artificially Carbonated Wine,5,5489,Wine,FALSE
1,2014,1-Production,1-Production,5-Sparkling Wine,18,2173804,Wine,FALSE
1,2014,1-Production,1-Production,6-Hard Cider,23,1317953,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,981,40998814,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,714,3518097,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,53,56551,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,187,1444182,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,41,3265019,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1098,46540948,Wine,FALSE
1,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,57,2741715,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,517,9469576,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,318,582936,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,90,133691,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,22,9012,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,114,4929807,Wine,FALSE
1,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,17,4171951,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1498,838385654,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1282,232271196,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,40,1656921,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,72,298033,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,271,15103095,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,51,2857753,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1170,155176587,Wine,FALSE
1,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1551,935396067,Wine,FALSE
2,2014,1-Production,0-Category Total,1-Production,680,34945281,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1144,51868771,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1144,51868771,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,599,10565655,Wine,FALSE
2,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,138,9075654,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1676,1060688630,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1676,1060688630,Wine,FALSE
2,2014,01-Count of IMs,01-Count of IMs,Number of Industry Members,1783,1783,Wine,FALSE
2,2014,1-Production,1-Production,1-Low Alcohol %,587,21828043,Wine,FALSE
2,2014,1-Production,1-Production,2-Medium and High Alcohol %,417,9091734,Wine,FALSE
2,2014,1-Production,1-Production,4-Artificially Carbonated Wine,5,1755,Wine,FALSE
2,2014,1-Production,1-Production,5-Sparkling Wine,17,1527591,Wine,FALSE
2,2014,1-Production,1-Production,6-Hard Cider,25,2496158,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,976,42711608,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,748,3754945,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,53,55655,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,185,1192663,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,48,4153900,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1122,48718115,Wine,FALSE
2,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,69,3150656,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,522,8984545,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,326,1312995,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,85,246597,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,20,21517,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,123,5040640,Wine,FALSE
2,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,24,4035014,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1486,808884814,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1278,231784958,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,40,806493,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,72,399133,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,265,15260594,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,56,3552638,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1174,155413855,Wine,FALSE
2,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1537,905274775,Wine,FALSE
3,2014,1-Production,0-Category Total,1-Production,1188,27591127,Wine,FALSE
3,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2123,57728914,Wine,FALSE
3,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2123,57728914,Wine,FALSE
3,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,998,10642445,Wine,FALSE
3,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,176,9390631,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,2928,1046630502,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2928,1046630502,Wine,FALSE
3,2014,01-Count of IMs,01-Count of IMs,Number of Industry Members,3152,3152,Wine,FALSE
3,2014,1-Production,1-Production,1-Low Alcohol %,988,16819122,Wine,FALSE
3,2014,1-Production,1-Production,2-Medium and High Alcohol %,716,6744736,Wine,FALSE
3,2014,1-Production,1-Production,4-Artificially Carbonated Wine,,,Wine,TRUE
3,2014,1-Production,1-Production,5-Sparkling Wine,,,Wine,TRUE
3,2014,1-Production,1-Production,6-Hard Cider,62,2021651,Wine,FALSE
3,2014,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1779,46931360,Wine,FALSE
3,2014,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,1432,5049317,Wine,FALSE
3,2014,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,84,72679,Wine,FALSE
3,2014,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,268,1250311,Wine,FALSE
3,2014,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,79,4425248,Wine,FALSE
3,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2085,54393146,Wine,FALSE
3,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,112,3335768,Wine,FALSE
3,2014,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,831,9211056,Wine,FALSE
3,2014,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,581,1176664,Wine,FALSE
3,2014,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,132,220841,Wine,FALSE
3,2014,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,29,33884,Wine,FALSE
3,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,160,5449404,Wine,FALSE
3,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,23,3941227,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,2473,784943243,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,2250,241093469,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,55,874172,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,94,353116,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,364,15535969,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,105,3830534,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1831,162028476,Wine,FALSE
3,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2717,884602026,Wine,FALSE
4,2014,1-Production,0-Category Total,1-Production,638,20421491,Wine,FALSE
4,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1158,54782404,Wine,FALSE
4,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1158,54782404,Wine,FALSE
4,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,608,12568006,Wine,FALSE
4,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,140,9985772,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1669,979801236,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1669,979801236,Wine,FALSE
4,2014,01-Count of IMs,01-Count of IMs,Number of Industry Members,1781,1781,Wine,FALSE
4,2014,1-Production,1-Production,1-Low Alcohol %,580,10368512,Wine,FALSE
4,2014,1-Production,1-Production,2-Medium and High Alcohol %,380,5304278,Wine,FALSE
4,2014,1-Production,1-Production,4-Artificially Carbonated Wine,10,10932,Wine,FALSE
4,2014,1-Production,1-Production,5-Sparkling Wine,28,3394049,Wine,FALSE
4,2014,1-Production,1-Production,6-Hard Cider,29,1343721,Wine,FALSE
4,2014,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1003,44701509,Wine,FALSE
4,2014,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,767,4416859,Wine,FALSE
4,2014,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,63,69950,Wine,FALSE
4,2014,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,192,1626882,Wine,FALSE
4,2014,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,44,3967203,Wine,FALSE
4,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1139,50446696,Wine,FALSE
4,2014,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,82,4335707,Wine,FALSE
4,2014,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,536,10054584,Wine,FALSE
4,2014,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,328,2271013,Wine,FALSE
4,2014,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,93,215570,Wine,FALSE
4,2014,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,21,26838,Wine,FALSE
4,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,130,4973767,Wine,FALSE
4,2014,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,18,5012005,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1468,733919161,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1275,224505514,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,41,737834,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,77,361075,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,269,16898428,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,54,3379223,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1165,165156718,Wine,FALSE
4,2014,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1525,814644518,Wine,FALSE
5,2014,1-Production,0-Category Total,1-Production,656,16890940,Wine,FALSE
5,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1169,56976236,Wine,FALSE
5,2014,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1169,56976236,Wine,FALSE
5,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,614,11687861,Wine,FALSE
5,2014,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,151,10546791,Wine,FALSE
5,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1668,931571778,Wine,FALSE
5,2014,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1668,931571778,Wine,FALSE
5,2014,01-Count of IMs,01-Count of IMs,Number of Industry Members,1788,1788,Wine,FALSE
5,2014,1-Production,1-Production,1-Low Alcohol %,594,11427021,Wine,FALSE
5,2014,1-Production,1-Production,2-Medium and High Alcohol %,397,1594709,Wine,FALSE
5,2014,1-Production,1-Production,4-Artificially Carbonated Wine,12,6063,Wine,FALSE
